ID,Age,Education,Marital_Status,Income,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Response,Complain,Country,Customer_duration_days
3376,43,3,2,55282.0,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,SP,3274
10232,50,4,2,48799.0,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,SP,3312
5547,31,4,4,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,1,0,SP,3402
8362,31,4,4,84169.0,0,0,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,1,0,SA,3402
3524,42,3,1,39763.0,1,0,9,80,1,60,4,6,16,2,5,1,2,9,0,0,0,0,0,1,0,SP,3405
10095,38,4,2,74165.0,0,0,9,1001,12,240,16,12,12,1,5,4,10,2,0,0,0,0,0,0,0,CA,3500
8897,48,3,1,42720.0,1,1,9,392,5,91,28,26,112,8,7,3,7,8,0,0,0,0,0,1,0,GER,3507
466,69,3,4,65275.0,0,0,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,SP,3528
11025,52,3,4,36443.0,1,1,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,SP,3587
2387,61,3,4,43776.0,1,1,9,177,2,71,3,2,20,6,5,2,4,8,0,0,0,0,0,1,0,SA,3587
1618,48,3,4,56046.0,0,0,9,577,0,64,0,0,51,2,10,1,8,8,1,0,0,0,0,1,0,GER,3619
25,54,3,4,65148.0,0,1,9,460,35,422,33,12,153,2,6,6,7,4,0,0,0,0,0,0,0,CA,3666
3277,57,3,2,49431.0,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,SP,3771
8566,53,4,4,32583.0,1,1,10,5,0,3,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,3090
2634,35,3,1,16653.0,1,0,10,5,7,31,15,4,7,3,2,1,3,6,0,0,0,0,0,1,0,SP,3148
8036,43,2,4,26850.0,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,SP,3148
8159,46,3,4,51287.0,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,SP,3165
7628,41,2,4,43050.0,1,0,10,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,0,SP,3179
9597,45,3,4,73448.0,0,0,10,236,106,189,23,41,130,1,7,2,9,4,0,0,0,0,0,0,0,CA,3215
1384,21,1,4,17256.0,1,0,10,6,4,14,8,8,22,2,2,1,2,8,1,0,0,0,0,0,0,US,3294
10150,52,3,1,86429.0,0,0,10,464,28,873,29,18,37,0,7,4,7,2,0,0,0,1,0,1,0,SA,3296
3885,30,4,4,33569.0,1,0,10,16,2,18,3,0,24,1,1,1,2,8,1,0,0,0,0,1,0,SP,3332
11003,33,2,4,25130.0,1,0,10,2,5,7,0,18,18,2,2,0,3,7,0,0,0,0,0,0,0,CA,3346
8026,61,3,4,62998.0,0,1,10,120,58,73,65,89,58,5,5,4,5,5,0,0,0,0,0,0,0,CA,3348
577,37,2,4,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,SP,3389
8702,37,2,4,26907.0,1,1,10,9,1,7,0,3,2,2,1,0,3,7,0,0,0,0,0,0,0,AUS,3389
5429,65,4,4,45579.0,0,1,10,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,0,SP,3389
977,56,3,4,47320.0,0,1,10,200,19,111,50,15,19,6,5,1,8,6,0,0,0,0,0,0,0,CA,3408
2793,37,4,2,70179.0,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,SA,3419
1071,37,4,2,70179.0,0,1,10,532,88,168,69,44,133,3,7,3,13,5,0,0,0,0,0,0,0,US,3419
5074,27,3,4,28072.0,1,0,10,30,0,10,2,0,5,1,1,0,3,7,0,0,0,0,0,0,0,CA,3432
2632,59,3,4,50501.0,1,1,10,297,0,38,13,0,152,7,5,4,4,6,1,0,0,0,0,1,0,IND,3452
6404,44,3,4,58917.0,1,2,10,151,7,89,0,7,28,5,4,1,6,5,0,0,0,0,0,0,0,SA,3538
10240,64,3,4,69372.0,0,0,10,997,26,269,34,13,42,1,10,4,6,4,0,1,1,0,0,1,0,CA,3571
2521,42,3,4,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,SP,3611
4301,42,3,4,35178.0,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,1,0,AUS,3611
7381,44,3,2,75693.0,0,0,10,797,153,293,72,97,30,1,11,4,6,4,0,1,1,1,0,1,0,SP,3646
2407,30,3,4,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,0,US,3673
9064,30,3,4,69109.0,0,0,10,823,25,459,124,29,95,1,6,6,7,4,0,0,1,0,0,1,0,SP,3673
5067,20,3,4,80134.0,0,0,11,966,26,282,52,26,26,1,2,7,11,5,0,1,1,1,1,0,0,SP,3211
10281,44,3,2,64713.0,1,0,11,180,60,241,13,54,54,2,5,5,7,4,0,0,0,0,0,1,0,AUS,3218
11191,27,3,2,41411.0,0,0,11,37,32,38,11,3,18,1,2,1,4,6,0,0,0,0,0,0,0,SP,3280
2552,58,4,1,55521.0,1,2,11,416,0,26,0,0,4,9,6,3,6,7,0,1,0,0,0,1,0,SP,3326
6720,45,3,4,43795.0,0,1,11,314,11,53,4,3,107,3,7,3,4,7,0,1,0,0,0,1,0,SP,3332
4557,43,3,4,22070.0,1,0,11,10,7,19,8,2,21,2,2,2,2,6,0,0,0,0,0,0,0,SA,3344
1183,64,3,4,36408.0,1,1,11,9,1,4,3,2,3,1,1,0,2,6,0,0,0,0,0,0,0,GER,3357
4186,63,3,4,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,CA,3404
1419,63,3,4,34026.0,1,1,11,18,6,15,12,8,17,3,2,1,3,5,0,0,0,0,0,0,0,SP,3404
967,37,3,4,46049.0,1,1,11,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,1,0,SP,3419
1048,41,3,4,35641.0,1,0,11,63,3,67,8,9,28,2,3,1,4,7,0,0,0,0,0,1,0,SA,3426
9262,29,2,4,32414.0,0,0,11,20,6,5,0,9,12,1,1,0,3,7,1,0,0,0,0,0,0,SA,3436
3427,58,4,4,59821.0,0,1,11,629,0,70,0,0,35,6,11,2,7,8,0,0,0,0,0,0,0,SA,3519
5892,33,3,4,34968.0,1,0,11,158,6,45,8,2,2,7,3,2,5,7,0,0,0,0,0,0,0,SA,3521
8911,46,4,4,56320.0,0,1,11,201,53,172,116,77,83,3,5,4,9,4,0,0,0,0,0,0,0,SP,3523
6606,44,3,4,70091.0,1,0,11,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,0,SP,3531
2677,57,3,4,46097.0,0,1,11,72,24,68,65,4,8,5,3,1,6,4,0,0,0,0,0,0,0,SA,3531
252,50,4,2,41003.0,0,0,11,123,133,142,71,44,88,1,6,2,8,6,0,0,0,0,0,0,0,SA,3545
9860,54,3,4,44911.0,0,1,11,159,0,22,2,1,31,3,4,1,4,7,0,0,0,0,0,0,0,SP,3547
1388,38,3,1,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,AUS,3570
979,38,3,1,33249.0,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,SP,3570
7494,63,4,2,42873.0,1,1,11,209,0,40,3,2,15,4,6,1,4,8,0,0,0,0,0,0,0,CA,3600
10490,43,4,4,51039.0,1,1,11,100,64,79,65,0,109,2,6,2,4,7,0,0,0,0,0,0,0,AUS,3642
3403,54,4,4,78952.0,0,1,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,SP,3719
2715,46,3,2,29435.0,1,1,11,70,3,37,4,2,64,4,3,2,2,9,0,0,0,0,0,1,0,CA,3768
4828,60,3,2,79865.0,0,1,12,71,99,278,185,121,38,1,5,10,5,1,0,0,0,0,0,0,0,SA,3087
92,26,3,1,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,CA,3124
3312,26,3,1,34176.0,1,0,12,5,7,24,19,14,20,4,3,0,4,6,0,0,0,0,0,0,0,IND,3124
11176,44,4,4,65968.0,0,1,12,376,9,83,19,4,4,2,5,4,7,3,0,0,0,0,0,0,0,CA,3124
1446,58,3,1,86424.0,0,0,12,387,68,569,89,45,68,1,6,9,12,1,0,0,0,0,0,0,0,SA,3161
9699,47,3,2,67272.0,0,1,12,357,35,271,28,28,14,3,6,2,12,5,0,0,0,0,0,0,0,SP,3266
9790,56,3,1,78499.0,0,0,12,912,72,170,47,36,97,1,11,3,4,4,0,0,1,0,0,1,0,CA,3294
2324,41,3,4,77044.0,0,1,12,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,0,SP,3321
5080,20,3,1,70515.0,0,0,12,420,0,452,182,64,140,1,6,6,4,2,0,0,0,0,0,1,0,ME,3327
4992,38,3,4,17459.0,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,1,0,SP,3359
7849,43,4,4,80336.0,0,0,12,209,19,456,160,142,66,1,2,9,13,1,0,0,0,0,0,0,0,SP,3369
4808,57,3,4,15759.0,0,0,12,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,0,SP,3373
10401,37,2,4,26326.0,0,0,12,1,0,5,0,3,9,1,0,0,3,3,0,0,0,0,0,0,1,GER,3374
7793,37,3,4,62061.0,0,1,12,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,0,SP,3378
9303,37,3,4,5305.0,0,1,12,12,4,7,1,3,5,0,1,0,0,13,0,0,0,0,0,0,0,IND,3410
6853,31,3,1,75777.0,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,1,0,AUS,3436
7366,31,3,1,75777.0,0,0,12,712,26,538,69,13,80,1,3,6,11,1,0,1,1,0,0,1,0,IND,3436
9780,42,3,4,71499.0,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,SP,3445
7573,35,4,1,31626.0,1,0,12,39,1,9,2,1,34,1,2,1,2,7,1,0,0,0,0,1,0,GER,3491
1379,21,3,4,42670.0,0,0,12,154,2,46,20,4,15,1,4,2,4,4,0,0,0,0,0,0,0,SA,3504
8923,40,3,1,83917.0,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,1,0,SP,3513
3547,43,3,4,41021.0,1,0,12,14,7,9,6,16,12,2,2,0,3,6,0,0,0,0,0,1,0,SA,3622
8707,56,3,4,79456.0,0,0,12,565,42,548,64,83,99,1,5,6,4,3,0,0,0,0,0,1,0,SP,3752
1891,32,3,2,78789.0,0,0,12,667,50,850,21,83,83,1,4,6,5,2,0,0,0,0,0,1,0,SP,3766
6271,62,4,4,50870.0,0,1,13,53,0,8,0,0,2,1,2,0,3,5,0,0,0,0,0,0,0,SP,3086
9635,31,3,4,35876.0,0,0,13,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,0,SP,3146
9727,57,3,4,23539.0,0,0,13,4,24,11,16,1,25,1,2,0,4,6,0,0,0,0,0,0,0,CA,3197
6205,47,3,1,32557.0,1,0,13,34,3,29,0,4,10,3,2,1,3,5,0,0,0,0,0,1,0,CA,3201
10681,44,2,4,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,SP,3241
5156,44,2,4,62466.0,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,SP,3241
3050,47,3,4,54198.0,1,1,13,185,0,28,3,2,17,6,3,1,6,4,0,0,0,0,0,0,0,SP,3270
8164,35,4,4,82170.0,0,0,13,1023,93,651,49,55,37,1,5,6,7,2,0,0,0,0,0,0,0,SA,3292
5626,49,4,1,61798.0,0,0,13,338,4,89,11,8,13,1,4,2,9,4,0,0,0,0,0,0,0,SP,3294
7600,21,1,1,15253.0,1,0,13,1,3,3,8,1,13,2,1,0,3,7,0,0,0,0,0,0,0,CA,3320
6406,25,3,4,78285.0,0,0,13,647,107,391,175,67,40,1,6,4,10,3,0,0,0,0,0,0,0,GER,3320
7002,58,3,1,62535.0,0,1,13,163,48,90,0,45,52,1,3,2,8,3,0,0,0,0,0,0,0,SP,3345
8234,40,1,4,27190.0,1,0,13,1,6,7,0,1,3,1,1,0,2,8,1,0,0,0,0,1,0,SP,3394
6116,45,2,4,48985.0,0,1,13,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,0,SP,3435
291,43,3,4,72940.0,0,0,13,182,74,298,162,149,116,1,3,3,6,1,0,0,0,0,0,0,0,SA,3451
8779,28,2,4,36145.0,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,1,0,US,3454
4931,36,3,4,157146.0,0,0,13,1,0,1725,2,1,1,0,0,28,0,1,0,0,0,0,0,0,0,SA,3502
1650,53,3,4,81843.0,0,0,13,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,0,SP,3509
9701,25,3,4,41883.0,1,0,13,32,34,41,73,16,116,3,4,2,3,7,0,0,0,0,0,0,0,CA,3543
6431,49,4,4,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,IND,3567
10789,49,4,4,45759.0,1,1,13,42,1,18,3,0,4,2,2,0,3,7,0,0,0,0,0,0,0,SP,3567
5302,27,3,4,78394.0,0,0,13,298,27,697,216,24,166,1,4,6,5,2,0,0,0,0,0,1,0,SP,3575
4459,23,3,1,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,SP,3622
10642,23,3,1,30279.0,1,0,13,10,4,14,4,4,1,1,1,0,3,8,0,0,0,0,0,0,0,SP,3622
9213,42,3,3,31880.0,1,0,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,0,SP,3682
3678,39,3,3,60208.0,1,1,13,488,23,71,15,0,59,11,8,3,7,7,0,1,0,0,0,1,0,SP,3706
3698,29,3,4,78687.0,0,0,13,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,1,0,SP,3765
5929,41,4,4,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,SP,3130
10795,41,4,4,37401.0,1,0,14,19,3,19,3,1,3,2,2,0,3,7,0,0,0,0,0,0,0,IND,3130
4390,60,3,4,75315.0,0,1,14,459,15,171,142,23,31,2,5,4,12,2,0,0,0,0,0,0,0,SA,3151
9362,49,3,1,69263.0,0,1,14,492,5,32,13,5,21,1,9,1,7,6,0,1,0,0,0,0,0,CA,3192
1577,68,3,4,78569.0,0,0,14,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,1,0,SP,3206
4609,48,4,4,57705.0,0,1,14,383,0,53,6,4,40,3,8,1,6,6,0,0,0,0,0,0,0,SP,3245
7143,58,2,4,74805.0,0,1,14,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,0,SP,3311
1729,52,4,4,66426.0,0,1,14,1043,24,97,32,24,157,2,3,5,10,6,0,0,0,0,0,0,0,SP,3346
10664,64,3,3,51529.0,0,1,14,400,4,35,6,0,22,2,9,1,5,8,0,0,0,0,0,0,0,SP,3371
5029,67,3,4,18100.0,0,0,14,3,1,2,4,3,1,1,0,0,3,5,0,0,0,0,0,0,0,SP,3403
10507,36,2,2,59601.0,0,1,14,691,7,69,0,7,23,4,2,2,7,8,0,1,0,0,0,0,0,US,3415
3865,36,2,4,20981.0,0,0,14,2,12,10,6,13,30,1,3,1,2,8,0,0,0,0,0,1,0,CA,3501
6982,37,3,4,74068.0,0,0,14,783,30,537,140,76,15,1,4,10,9,2,0,0,0,0,0,0,0,IND,3543
7042,30,3,4,36790.0,0,0,14,3,3,14,15,21,10,1,2,1,2,9,0,0,0,0,0,1,0,SP,3561
9668,42,3,4,18793.0,1,0,14,4,16,20,0,17,20,3,2,0,4,8,0,0,0,0,0,0,0,SA,3609
6878,58,3,3,27421.0,0,0,14,43,12,96,78,40,55,3,4,1,6,7,0,0,0,0,0,0,0,SP,3640
4099,40,3,4,30675.0,1,0,14,10,2,16,11,2,21,1,1,0,3,8,0,0,0,0,0,0,0,SP,3670
5031,38,3,4,83145.0,0,0,14,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,1,0,SP,3721
1970,44,3,4,34053.0,0,1,14,63,0,21,7,0,12,1,3,0,3,8,0,0,0,0,0,0,0,SP,3733
5726,31,3,1,31788.0,1,0,15,16,7,23,0,8,6,3,3,0,4,5,0,0,0,0,0,0,1,SA,3177
5231,40,2,4,45894.0,0,2,15,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,0,SP,3198
1307,36,3,2,41986.0,0,1,15,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,0,SP,3216
10609,51,4,4,42769.0,0,1,15,71,0,13,3,1,0,2,1,1,4,4,0,0,0,0,0,0,0,CA,3336
5782,31,2,4,58582.0,0,1,15,402,35,106,101,77,42,2,9,2,9,5,0,1,0,0,0,0,0,SP,3350
7533,49,3,4,49096.0,1,1,15,144,1,32,2,1,7,4,4,1,4,7,0,0,0,0,0,0,0,CA,3354
9493,33,4,1,76412.0,0,0,15,840,53,804,23,71,17,1,5,4,8,3,0,0,1,1,0,1,0,CA,3496
2253,23,3,4,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,SP,3574
2326,23,3,4,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,SP,3574
1876,23,3,4,18929.0,0,0,15,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,0,IND,3574
7141,26,3,1,21888.0,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,1,0,SP,3623
7393,34,3,4,41580.0,1,1,15,56,5,24,4,0,3,3,2,1,3,5,0,0,0,0,0,0,0,SP,3642
4713,33,4,4,31605.0,1,0,15,74,0,42,2,1,6,2,2,1,4,7,0,0,0,0,0,0,0,SP,3660
5093,38,4,2,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,1,0,SP,3725
8524,38,4,2,25509.0,1,0,15,40,3,30,10,7,11,3,3,0,3,9,0,0,0,0,0,1,0,SP,3725
3766,53,3,3,33051.0,0,0,15,100,71,243,108,94,219,3,9,1,8,9,0,0,0,0,0,1,0,SP,3758
9725,48,4,4,28764.0,1,1,16,8,0,3,0,0,1,1,1,0,2,8,1,0,0,0,0,0,0,SP,3100
8933,31,2,4,32146.0,1,0,16,26,3,23,4,7,3,2,2,0,4,6,0,0,0,0,0,0,0,CA,3124
10779,31,3,1,22148.0,0,0,16,15,5,14,0,4,11,1,1,0,3,7,0,0,0,0,0,0,0,SP,3153
9289,35,3,4,36781.0,1,0,16,29,1,17,0,3,13,1,2,1,2,8,0,0,0,0,0,1,0,SP,3156
2613,54,3,4,54197.0,0,1,16,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,0,SP,3163
10133,44,3,1,93790.0,0,0,16,1302,68,731,89,114,45,0,6,7,12,2,0,1,1,1,0,1,0,CA,3213
8443,42,3,1,24762.0,1,0,16,6,10,12,3,15,40,3,3,1,2,8,1,0,0,0,0,1,0,SA,3215
10796,30,3,4,30477.0,1,0,16,47,1,6,0,0,12,1,1,1,3,6,0,0,0,0,0,0,0,IND,3234
10241,38,2,2,11448.0,0,0,16,0,0,0,6,2,6,1,1,0,2,6,0,0,0,0,0,0,0,SP,3272
3388,46,3,2,70844.0,1,1,16,129,26,67,3,67,2,5,6,1,5,7,0,0,0,0,0,0,0,GER,3318
6507,33,3,1,30828.0,1,0,16,16,11,15,2,0,12,2,1,1,4,3,0,0,0,0,0,0,0,AUS,3344
7446,46,3,4,62513.0,0,1,16,520,42,98,0,42,14,2,6,4,10,6,0,0,0,0,0,0,0,US,3369
87,32,2,4,27733.0,1,0,16,0,7,5,26,2,17,2,2,0,3,7,0,0,0,0,0,0,0,GER,3383
10477,40,4,4,39435.0,1,0,16,71,0,18,0,0,13,1,3,1,2,7,0,0,0,0,0,0,0,SP,3403
6072,43,3,1,75345.0,0,0,16,918,57,842,99,38,133,1,5,8,6,3,0,0,0,1,0,1,0,SP,3588
2518,27,2,4,20491.0,0,0,16,5,4,5,4,2,10,1,0,1,2,7,0,0,0,0,0,0,0,GER,3596
247,41,3,4,36715.0,1,0,16,172,10,125,21,13,16,6,7,2,4,9,0,0,0,0,0,1,0,SP,3665
9463,53,3,4,71706.0,0,1,16,931,56,253,91,98,14,4,9,5,7,5,0,0,0,0,0,0,0,CA,3669
1459,46,4,4,69063.0,0,1,16,666,35,124,69,8,26,1,5,3,5,3,0,0,0,0,0,0,0,SP,3675
9530,24,3,4,24645.0,1,0,16,5,3,4,4,1,0,1,1,0,2,8,0,0,0,0,0,0,0,SA,3681
9653,37,3,4,35797.0,0,1,16,27,1,14,4,1,21,2,2,0,3,8,0,0,0,0,0,0,0,SA,3697
10785,45,3,4,44078.0,1,1,17,24,1,10,2,0,4,2,2,0,3,5,0,0,0,0,0,0,0,SA,3086
9392,43,3,1,26954.0,1,0,17,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,SP,3128
10146,42,4,4,38887.0,1,0,17,25,1,13,0,0,3,1,1,0,3,7,0,0,0,0,0,0,0,AUS,3195
4741,40,2,4,65463.0,1,0,17,391,32,70,21,32,16,2,6,2,9,5,0,1,0,0,0,0,0,SP,3226
1880,55,4,4,53537.0,1,1,17,81,0,6,0,0,6,2,2,1,3,5,0,0,0,0,0,0,0,IND,3226
6471,42,3,1,36230.0,1,0,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,0,SP,3331
5718,63,3,4,80763.0,0,0,17,674,168,108,192,42,231,1,5,11,6,3,0,0,1,1,0,1,0,SA,3394
3478,42,4,4,60585.0,1,1,17,267,42,309,55,42,21,10,7,4,9,5,0,0,0,0,0,1,0,CA,3446
7848,39,3,1,49166.0,0,1,17,224,2,25,7,0,110,2,5,3,3,6,0,0,0,0,0,0,0,IND,3457
7999,58,4,4,75261.0,0,0,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,1,0,SP,3508
11101,22,3,4,89891.0,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,AUS,3516
9212,51,3,4,72828.0,0,1,17,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,0,SP,3576
10983,61,3,4,75278.0,0,0,17,304,98,230,150,74,74,1,6,3,13,3,0,0,0,0,0,0,0,SA,3592
3629,34,3,1,38557.0,1,0,17,76,3,31,4,4,27,2,3,1,3,7,0,0,0,0,0,0,0,CA,3633
4673,49,4,4,81300.0,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,1,0,SP,3683
796,47,2,2,60161.0,0,1,17,584,44,212,46,8,177,3,11,4,8,8,0,0,0,0,0,0,0,CA,3690
618,35,4,4,69389.0,0,1,17,422,7,238,69,46,15,1,7,2,12,4,0,0,0,0,0,0,0,AUS,3715
380,58,3,2,64497.0,0,1,17,1170,48,320,42,32,192,5,11,4,9,8,1,0,0,0,0,1,0,SA,3733
1092,32,3,4,61014.0,0,1,17,269,129,495,182,43,29,4,9,3,4,7,0,0,0,0,0,0,0,IND,3763
8962,39,3,4,44319.0,1,1,18,26,0,8,0,0,3,2,2,0,3,5,0,0,0,0,0,0,0,SA,3149
8207,57,2,4,53233.0,0,1,18,28,0,9,3,0,0,1,1,0,3,4,0,0,0,0,0,0,0,CA,3179
6521,60,3,4,77972.0,0,0,18,613,22,319,33,102,12,1,4,6,9,1,0,0,0,0,0,0,0,SA,3179
535,27,3,2,81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,0,0,GER,3200
4608,27,3,2,81361.0,0,0,18,163,23,424,27,65,76,1,3,10,13,1,0,0,0,0,0,1,0,SA,3200
11086,30,1,1,25707.0,1,0,18,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,0,SP,3238
1064,42,4,4,42403.0,1,0,18,22,1,11,0,5,3,1,1,0,3,8,0,0,0,0,0,0,0,SP,3276
7000,41,2,1,65704.0,0,0,18,279,172,74,38,8,246,1,2,10,10,1,0,0,0,0,0,0,0,GER,3335
1581,33,3,4,37406.0,1,0,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,1,0,SP,3338
7384,62,3,4,39767.0,0,0,18,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,0,SP,3419
10552,34,2,4,54210.0,0,1,18,70,54,109,80,9,45,2,4,1,7,5,0,0,0,0,0,0,0,SP,3481
6409,46,3,2,57136.0,0,0,18,267,140,599,34,12,127,1,7,5,7,6,0,0,0,0,0,1,0,SA,3483
9507,38,3,4,40794.0,0,1,18,261,23,73,4,23,50,2,6,3,5,7,0,0,0,0,0,0,0,SP,3524
9560,48,3,4,83003.0,0,0,18,856,61,570,40,25,122,1,7,6,8,3,0,0,1,0,0,1,0,SP,3559
10991,52,3,4,89058.0,0,0,18,454,194,106,31,22,43,1,5,4,4,2,0,0,0,0,0,0,0,CA,3645
4712,21,2,4,20193.0,0,0,18,8,8,22,24,11,9,1,1,1,4,4,0,0,0,0,0,0,0,SP,3654
11056,38,3,4,72099.0,0,0,18,546,91,410,119,0,22,1,3,4,10,1,0,0,0,0,0,0,0,SP,3686
7414,41,3,4,43824.0,1,1,18,96,1,42,12,3,32,4,3,1,4,8,0,0,0,0,0,0,0,SP,3728
3076,37,3,4,66653.0,1,1,18,452,18,102,16,18,6,4,4,2,12,3,0,0,0,0,0,0,0,AUS,3736
6355,36,3,4,44359.0,1,1,19,20,0,14,7,3,1,3,2,0,4,3,0,0,0,0,0,0,0,SP,3088
7959,53,3,4,79410.0,0,0,19,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,0,SP,3107
5512,37,3,4,55842.0,0,1,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,0,SP,3113
10102,48,3,3,79946.0,0,0,19,395,183,565,166,141,28,1,5,11,5,3,0,0,0,0,0,0,0,SA,3124
9369,35,2,1,88194.0,0,1,19,688,14,309,201,24,38,1,11,10,10,5,1,0,0,1,0,1,0,GER,3178
3711,70,3,4,80184.0,0,0,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,SP,3196
6931,47,3,2,76982.0,0,0,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,1,0,SP,3210
9596,33,4,1,65295.0,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,US,3264
2727,40,3,4,57100.0,0,0,19,181,21,69,39,3,96,1,3,3,6,3,0,0,0,0,0,0,0,SA,3283
8416,32,3,4,29009.0,1,0,19,6,6,15,10,5,2,2,2,0,3,6,0,0,0,0,0,0,0,US,3288
3967,42,4,4,78931.0,0,0,19,331,197,170,58,152,35,1,2,8,13,1,0,0,0,0,0,0,0,CA,3323
2139,38,3,4,7500.0,1,0,19,3,1,10,3,2,12,3,2,0,3,5,0,0,0,0,0,0,0,AUS,3346
2162,37,3,4,56939.0,0,1,19,256,34,103,90,29,49,2,3,3,10,3,0,0,0,0,0,0,0,SP,3360
